0.0,60,60,0.4739583333333333,4
0.5,62,62,0.47395833333333337,4
1.0,64,64,0.47395833333333326,4
1.5,60,60,0.47395833333333326,4
2.0,60,60,0.4739583333333335,4
2.5,62,62,0.4739583333333335,4
3.0,64,64,0.4739583333333335,4
3.5,60,60,0.4739583333333335,4
4.0,64,64,0.47395833333333304,4
4.5,65,65,0.47395833333333304,4
5.0,67,67,0.9489583333333336,4
6.0,64,64,0.47395833333333304,4
6.5,65,65,0.47395833333333304,4
7.0,67,67,0.9489583333333336,4
8.0,67,67,0.23645833333333321,4
8.25,69,69,0.23645833333333321,4
8.5,67,67,0.23645833333333321,4
8.75,65,65,0.23645833333333321,4
9.0,64,64,0.4739583333333339,4
9.5,60,60,0.4739583333333339,4
10.0,67,67,0.23645833333333321,4
10.25,69,69,0.23645833333333321,4
10.5,67,67,0.23645833333333321,4
10.75,65,65,0.23645833333333321,4
11.0,64,64,0.4739583333333339,4
11.5,60,60,0.4739583333333339,4
12.0,60,60,0.4739583333333339,4
12.5,55,55,0.4739583333333339,4
13.0,60,60,0.9489583333333336,4
14.0,60,60,0.4739583333333339,4
14.5,55,55,0.4739583333333339,4
15.0,60,60,0.9489583333333336,4
